t,bid_price,ask_price,bid_depth,trade_count
2700.000000,100.006290,100.030070,385.531003,15.000000
2760.000000,99.999358,100.038960,463.252258,9.000000
2820.000000,99.986515,100.017490,484.502289,14.000000
2880.000000,99.983689,100.015317,535.577088,15.000000
2940.000000,100.023030,100.043400,549.635882,12.000000
3000.000000,100.000048,100.045460,404.019746,8.000000
3060.000000,99.986444,100.019067,649.609960,17.000000
3120.000000,99.991077,100.013894,330.805066,14.000000
3180.000000,100.005215,100.039522,633.563560,10.000000
3240.000000,99.977329,100.001167,456.293805,15.000000
3300.000000,99.980025,100.003398,455.546364,15.000000
3360.000000,99.990541,100.021470,514.931551,11.000000
3420.000000,100.004809,100.025544,506.519225,10.000000
3480.000000,100.022782,100.057359,447.850702,19.000000
3540.000000,99.998029,100.021874,483.327580,10.000000
3600.000000,100.003780,100.050957,538.584218,14.000000
3660.000000,100.002719,100.036647,507.405118,11.000000
3720.000000,100.035270,100.056348,464.969198,16.000000
3780.000000,100.013908,100.058588,525.477057,14.000000
3840.000000,100.017147,100.049560,666.102783,11.000000
3900.000000,100.033924,100.054366,530.484110,13.000000
3960.000000,100.017832,100.043161,558.642787,16.000000
4020.000000,100.020157,100.061425,403.499962,10.000000
4080.000000,100.036028,100.062993,463.268238,9.000000
4140.000000,100.024568,100.054877,598.001828,13.000000
4200.000000,100.009023,100.029825,598.381898,14.000000
4260.000000,99.991679,100.019159,497.812812,11.000000
4320.000000,99.981340,100.004047,593.189942,9.000000
4380.000000,99.979677,99.999817,601.425410,20.000000
4440.000000,99.984867,100.018698,588.515057,14.000000
4500.000000,99.963308,100.003391,598.135129,12.000000
4560.000000,99.949484,99.970916,453.132102,10.000000
4620.000000,99.945454,99.974380,470.333810,6.000000
4680.000000,99.934912,99.956862,541.935735,10.000000
4740.000000,99.927361,99.967599,553.589555,17.000000
4800.000000,99.946361,99.969590,305.421401,9.000000
4860.000000,99.928725,99.951058,558.472693,13.000000
4920.000000,99.935571,99.970290,502.759912,8.000000
4980.000000,99.932695,99.964775,350.965432,15.000000
5040.000000,99.939142,99.959451,546.406591,6.000000
5100.000000,99.931331,99.952893,511.399666,20.000000
5160.000000,99.902375,99.933237,354.377882,14.000000
5220.000000,99.909603,99.941916,518.811392,14.000000
5280.000000,99.914561,99.934590,351.382833,8.000000
5340.000000,99.932862,99.956683,700.432834,15.000000
5400.000000,99.966985,99.987339,506.005090,7.000000
5460.000000,99.966345,99.995114,580.012287,13.000000
5520.000000,99.919555,99.941349,388.574240,9.000000
5580.000000,99.900712,99.931922,483.375514,10.000000
5640.000000,99.917585,99.948806,451.115684,15.000000
5700.000000,99.916851,99.943515,501.608504,9.000000
5760.000000,99.869695,99.900143,546.981424,16.000000
5820.000000,99.892654,99.923319,354.952635,9.000000
5880.000000,99.902968,99.926406,450.634432,16.000000
5940.000000,99.876966,99.907783,710.089954,12.000000
6000.000000,99.866287,99.887679,468.554658,8.000000
6060.000000,99.885350,99.915052,365.036061,13.000000
6120.000000,99.907824,99.928677,501.241405,17.000000
6180.000000,99.918954,99.943974,432.970290,13.000000
6240.000000,99.914682,99.940197,429.312761,11.000000
6300.000000,99.933317,99.955570,428.328997,11.000000
6360.000000,99.926848,99.948814,432.531793,8.000000
6420.000000,99.935560,99.963171,517.916548,13.000000
6480.000000,99.957967,99.986600,641.382580,20.000000
6540.000000,99.949770,99.994007,562.473488,13.000000
6600.000000,99.917832,99.938134,361.788738,10.000000
6660.000000,99.920804,99.942471,542.659242,9.000000
6720.000000,99.925841,99.950306,558.247075,9.000000
6780.000000,99.928594,99.950935,582.023919,17.000000
6840.000000,99.898258,99.935348,421.987759,17.000000
6900.000000,99.896513,99.928185,547.379627,20.000000
6960.000000,99.923553,99.954786,595.110419,12.000000
7020.000000,99.923187,99.956230,515.553067,8.000000
7080.000000,99.928911,99.962408,478.995265,8.000000
7140.000000,99.936990,99.966940,391.616483,14.000000
7200.000000,99.939506,99.980061,505.663438,10.000000
7260.000000,99.932225,99.962162,445.413899,12.000000
7320.000000,99.921532,99.956200,522.524571,6.000000
7380.000000,99.947552,99.976920,442.523679,4.000000
7440.000000,99.963826,99.990070,537.331279,13.000000
7500.000000,99.977503,100.001771,380.319075,13.000000
7560.000000,99.956605,99.982387,467.785291,9.000000
7620.000000,99.960616,99.985219,413.577982,7.000000
7680.000000,99.964895,99.997558,428.889904,12.000000
7740.000000,99.967754,99.996627,364.966863,17.000000
7800.000000,99.984825,100.007381,569.316065,17.000000
7860.000000,99.979365,100.000790,400.745282,17.000000
7920.000000,99.940124,99.974568,577.597074,10.000000
7980.000000,99.960731,99.986380,409.248326,13.000000
8040.000000,99.961687,99.985668,513.068878,8.000000
8100.000000,99.952160,99.976019,535.235155,11.000000
8160.000000,100.002350,100.031174,552.541638,14.000000
8220.000000,99.973091,100.000524,506.477985,14.000000
8280.000000,99.950329,99.972217,474.036125,9.000000
8340.000000,99.934863,99.970535,459.819264,11.000000
8400.000000,99.901913,99.925705,423.663152,13.000000
8460.000000,99.932871,99.954251,483.383110,11.000000
8520.000000,99.937882,99.966221,538.038296,9.000000
8580.000000,99.952950,99.982801,415.304905,15.000000
8640.000000,99.989440,100.018387,638.359474,13.000000
8700.000000,100.004733,100.044746,628.446491,19.000000
8760.000000,99.979915,100.002599,524.642296,12.000000
8820.000000,99.984510,100.015297,363.924390,20.000000
8880.000000,99.965224,99.995345,528.526990,7.000000
8940.000000,99.979510,100.000784,669.014311,9.000000
9000.000000,99.962811,100.005866,449.079978,19.000000
9060.000000,99.973228,99.993511,539.947960,15.000000
9120.000000,99.996387,100.027527,579.368448,16.000000
9180.000000,99.975572,100.003266,502.740307,11.000000
9240.000000,99.982033,100.012686,406.333644,8.000000
9300.000000,99.987778,100.012716,489.784424,15.000000
9360.000000,99.960702,99.991803,674.696030,7.000000
9420.000000,99.978539,100.015425,389.574693,12.000000
9480.000000,99.988468,100.018365,556.285828,6.000000
9540.000000,99.996402,100.027115,473.233342,8.000000
9600.000000,99.975551,99.998327,515.626908,9.000000
9660.000000,99.994124,100.017957,511.700982,15.000000
9720.000000,99.989550,100.013980,497.744674,8.000000
9780.000000,99.989281,100.022421,529.797894,10.000000
9840.000000,100.024177,100.045010,521.637841,12.000000
9900.000000,99.992571,100.013476,499.588759,9.000000
9960.000000,100.004980,100.026696,556.274620,14.000000
10020.000000,99.998886,100.022288,483.432485,15.000000
10080.000000,99.986712,100.025654,523.121142,13.000000
10140.000000,100.027738,100.053618,444.912616,11.000000
10200.000000,100.002273,100.038955,403.139280,19.000000
10260.000000,100.024829,100.051093,521.447711,16.000000
10320.000000,100.058633,100.084183,630.829811,14.000000
10380.000000,100.067250,100.090245,425.793203,13.000000
10440.000000,100.070193,100.100691,572.161096,14.000000
10500.000000,100.094895,100.124349,470.488504,12.000000
10560.000000,100.064391,100.093941,389.568539,11.000000
10620.000000,100.049844,100.075348,478.823611,11.000000
10680.000000,100.059309,100.084594,443.600354,11.000000
10740.000000,100.041378,100.067421,538.789751,12.000000
10800.000000,100.014713,100.039565,476.762916,12.000000
10860.000000,100.001331,100.027528,550.015499,4.000000
10920.000000,99.986499,100.016455,407.618752,8.000000
10980.000000,99.984241,100.017210,419.822818,11.000000
11040.000000,100.004978,100.034111,459.024572,14.000000
11100.000000,100.025797,100.053704,439.231495,12.000000
11160.000000,100.030179,100.051350,566.080038,6.000000
11220.000000,100.023671,100.063726,486.684051,19.000000
11280.000000,99.993539,100.022981,450.189254,14.000000
11340.000000,100.003598,100.040826,533.512401,13.000000
11400.000000,100.004973,100.028980,558.757353,11.000000
11460.000000,100.031932,100.056416,426.213080,20.000000
11520.000000,100.018413,100.043879,396.751612,9.000000
11580.000000,100.016727,100.037863,485.641100,15.000000
11640.000000,100.010603,100.033299,455.119534,10.000000
11700.000000,100.042776,100.077161,393.417594,14.000000
11760.000000,100.059051,100.091684,436.587490,13.000000
11820.000000,100.048349,100.081169,373.424653,14.000000
11880.000000,100.036123,100.065056,558.180260,12.000000
11940.000000,100.045775,100.078664,406.525326,10.000000
12000.000000,100.057366,100.084465,425.655876,13.000000
12060.000000,100.083869,100.106647,495.272886,16.000000
12120.000000,100.095293,100.122525,565.875871,1.000000
12180.000000,100.096936,100.117420,619.735859,10.000000
12240.000000,100.060653,100.081111,617.433189,9.000000
12300.000000,100.051794,100.075664,526.799460,7.000000
12360.000000,100.033369,100.057185,460.554507,16.000000
12420.000000,100.014123,100.034496,321.439898,8.000000
12480.000000,100.011370,100.033306,346.621035,11.000000
12540.000000,99.984359,100.020970,521.642369,19.000000
12600.000000,99.986274,100.007974,481.096757,15.000000
12660.000000,99.982348,100.009546,480.499960,12.000000
12720.000000,99.968395,99.990929,471.509245,6.000000
12780.000000,99.957000,99.982416,463.539437,11.000000
12840.000000,99.966020,99.986070,517.276802,13.000000
12900.000000,99.990903,100.013999,457.008171,10.000000
12960.000000,99.978705,100.016117,573.274248,11.000000
13020.000000,99.973960,100.003700,578.668017,16.000000
13080.000000,100.004979,100.033162,388.525887,14.000000
13140.000000,100.024614,100.045607,549.729160,8.000000
13200.000000,100.027478,100.061125,446.326519,12.000000
13260.000000,100.056315,100.096066,503.044811,13.000000
13320.000000,100.060492,100.085320,461.311977,12.000000
13380.000000,100.058122,100.079560,563.942658,10.000000
13440.000000,100.075828,100.098000,505.480334,12.000000
13500.000000,100.065087,100.087115,395.361912,15.000000
13560.000000,100.063418,100.087083,538.397211,19.000000
13620.000000,100.060093,100.088445,565.555464,8.000000
13680.000000,100.101696,100.127436,403.471665,16.000000
13740.000000,100.071013,100.117384,335.623453,9.000000
13800.000000,100.092698,100.117935,571.185390,6.000000
13860.000000,100.088768,100.120570,547.426598,13.000000
13920.000000,100.096367,100.140506,478.192091,12.000000
13980.000000,100.101327,100.127922,519.973663,14.000000
14040.000000,100.122389,100.161658,559.004538,8.000000
14100.000000,100.141629,100.167905,513.789600,12.000000
14160.000000,100.114747,100.150990,510.766690,12.000000
14220.000000,100.120715,100.153846,522.565067,10.000000
14280.000000,100.106279,100.136271,407.269648,15.000000
14340.000000,100.104770,100.127464,684.646806,22.000000
14400.000000,100.065741,100.090545,537.490734,14.000000
14460.000000,100.078216,100.105956,480.140361,11.000000
14520.000000,100.084843,100.126313,476.586095,9.000000
14580.000000,100.113401,100.138593,481.635279,11.000000
14640.000000,100.105736,100.134371,375.900575,11.000000
14700.000000,100.086944,100.111357,513.106143,16.000000
14760.000000,100.101921,100.123274,526.995218,15.000000
14820.000000,100.092337,100.129648,492.868950,12.000000
14880.000000,100.134333,100.155264,450.827751,12.000000
14940.000000,100.137353,100.162397,451.275696,11.000000
15000.000000,100.144821,100.168955,525.126831,8.000000
15060.000000,100.154527,100.177356,438.065392,9.000000
15120.000000,100.146527,100.171650,543.393855,13.000000
15180.000000,100.150276,100.174469,478.857627,13.000000
15240.000000,100.164544,100.193747,434.555084,14.000000
15300.000000,100.164100,100.193114,370.076161,10.000000
15360.000000,100.160799,100.181857,523.008949,10.000000
15420.000000,100.142444,100.162852,414.751423,7.000000
15480.000000,100.113875,100.160587,517.359602,13.000000
15540.000000,100.123211,100.144911,410.723678,10.000000
15600.000000,100.094906,100.127736,547.605643,16.000000
15660.000000,100.074189,100.101400,549.776578,14.000000
15720.000000,100.090664,100.117416,503.838976,5.000000
15780.000000,100.104743,100.126182,500.238280,9.000000
15840.000000,100.105478,100.130021,508.242822,10.000000
15900.000000,100.097085,100.132755,692.829228,16.000000
15960.000000,100.104961,100.131482,541.247104,13.000000
16020.000000,100.061601,100.099511,307.445397,6.000000
16080.000000,100.049098,100.070800,525.160324,8.000000
16140.000000,100.065248,100.088277,605.694013,14.000000
16200.000000,100.057571,100.078042,529.915258,9.000000
16260.000000,100.055375,100.096290,587.125309,8.000000
16320.000000,100.066829,100.100646,615.558545,8.000000
16380.000000,100.077185,100.099603,509.767677,13.000000
16440.000000,100.090729,100.110991,597.417664,6.000000
16500.000000,100.061846,100.103402,452.085000,14.000000
16560.000000,100.057880,100.094831,662.872814,15.000000
16620.000000,100.057147,100.082118,508.329249,19.000000
16680.000000,100.063787,100.092190,537.677606,9.000000
16740.000000,100.049568,100.092810,526.233444,16.000000
16800.000000,100.053540,100.086068,534.970284,11.000000
16860.000000,100.081819,100.105490,413.663050,21.000000
16920.000000,100.102652,100.124714,466.580970,4.000000
16980.000000,100.083056,100.106253,367.066050,16.000000
17040.000000,100.067755,100.095115,587.051946,12.000000
17100.000000,100.078643,100.114993,449.548685,10.000000
17160.000000,100.090338,100.120486,550.476283,14.000000
17220.000000,100.104289,100.126848,563.114375,11.000000
17280.000000,100.091980,100.119260,465.687430,5.000000
17340.000000,100.091659,100.118969,497.106647,7.000000
17400.000000,100.057645,100.084987,524.037990,12.000000
17460.000000,100.077082,100.102005,422.948022,13.000000
17520.000000,100.050528,100.076139,542.393351,12.000000
17580.000000,100.054020,100.084282,555.936720,10.000000
17640.000000,100.080672,100.104142,460.158048,12.000000
17700.000000,100.088719,100.119314,401.333500,11.000000
17760.000000,100.103889,100.140951,364.290871,14.000000
17820.000000,100.101742,100.130171,323.369293,7.000000
17880.000000,100.109851,100.148349,626.209091,11.000000
17940.000000,100.140975,100.168912,431.612039,10.000000
18000.000000,100.135443,100.158498,621.159526,8.000000
18060.000000,100.119360,100.158194,532.843140,11.000000
18120.000000,100.130698,100.151316,551.746824,20.000000
18180.000000,100.134143,100.160876,511.572347,9.000000
18240.000000,100.140025,100.175069,676.358909,10.000000
18300.000000,100.154552,100.178415,577.717083,12.000000
18360.000000,100.180225,100.203435,572.856733,11.000000
18420.000000,100.217163,100.241805,596.806490,8.000000
18480.000000,100.167419,100.203708,386.258736,6.000000
18540.000000,100.185914,100.208121,556.332710,14.000000
18600.000000,100.199456,100.230207,561.824761,11.000000
18660.000000,100.153314,100.185260,450.109564,17.000000
18720.000000,100.141302,100.179425,401.297948,16.000000
18780.000000,100.151884,100.179058,507.423884,12.000000
18840.000000,100.144490,100.176879,561.458394,10.000000
18900.000000,100.150090,100.172173,546.759768,14.000000
18960.000000,100.169206,100.206043,691.163070,9.000000
19020.000000,100.164929,100.189237,575.254184,11.000000
19080.000000,100.184852,100.207002,465.708779,12.000000
19140.000000,100.150044,100.185768,445.777257,16.000000
19200.000000,100.150864,100.173425,467.131423,13.000000
19260.000000,100.133271,100.161450,460.085164,13.000000
19320.000000,100.159351,100.180815,481.061440,10.000000
19380.000000,100.129019,100.158350,487.201190,10.000000
19440.000000,100.110825,100.137912,634.771652,19.000000
19500.000000,100.153229,100.188131,521.930376,12.000000
19560.000000,100.135711,100.156382,571.385251,12.000000
19620.000000,100.145345,100.167146,456.956114,13.000000
19680.000000,100.149628,100.171182,496.972658,8.000000
19740.000000,100.125297,100.146415,526.614709,10.000000
19800.000000,100.126089,100.148321,491.561183,18.000000
19860.000000,100.105136,100.137262,439.303090,16.000000
19920.000000,100.130482,100.157895,534.796293,6.000000
19980.000000,100.125899,100.160065,412.449709,14.000000
20040.000000,100.101714,100.134031,630.772541,7.000000
20100.000000,100.106341,100.130949,545.395095,9.000000
20160.000000,100.132017,100.159587,532.066323,16.000000
20220.000000,100.144041,100.178309,435.733291,12.000000
20280.000000,100.162182,100.189469,610.771050,13.000000
20340.000000,100.158970,100.201880,510.811694,14.000000
20400.000000,100.160567,100.185325,620.060985,21.000000
20460.000000,100.142324,100.169434,486.638232,12.000000
20520.000000,100.117059,100.137811,525.626511,12.000000
20580.000000,100.128818,100.154280,477.956237,15.000000
20640.000000,100.101629,100.122562,369.947224,8.000000
20700.000000,100.096291,100.130026,592.919431,19.000000
20760.000000,100.108575,100.131027,537.517122,15.000000
20820.000000,100.115223,100.147679,511.277987,12.000000
20880.000000,100.092734,100.133688,458.939501,7.000000
20940.000000,100.125594,100.150459,509.757113,17.000000
21000.000000,100.134392,100.155680,571.950857,16.000000
21060.000000,100.107523,100.137501,637.428174,12.000000
21120.000000,100.105045,100.126103,365.875499,13.000000
21180.000000,100.099930,100.128325,568.468261,14.000000
21240.000000,100.096610,100.128228,583.491321,16.000000
21300.000000,100.091645,100.122287,362.971358,12.000000
21360.000000,100.094350,100.115012,345.049874,9.000000
21420.000000,100.075385,100.099989,421.481578,14.000000
21480.000000,100.137259,100.174243,389.073466,11.000000
21540.000000,100.126046,100.154646,479.011825,17.000000
21600.000000,100.119777,100.147032,476.971350,16.000000
21660.000000,100.121430,100.154954,343.078959,16.000000
21720.000000,100.141534,100.169009,453.179591,8.000000
21780.000000,100.140772,100.171556,398.447944,11.000000
21840.000000,100.155902,100.183221,469.162805,13.000000
21900.000000,100.171940,100.208071,324.336602,17.000000
21960.000000,100.180853,100.215196,489.990333,13.000000
22020.000000,100.173495,100.207419,556.791172,6.000000
22080.000000,100.198280,100.219125,446.323368,16.000000
22140.000000,100.171002,100.200418,511.860295,14.000000
22200.000000,100.176935,100.197763,579.076296,13.000000
22260.000000,100.165511,100.185910,566.692744,8.000000
22320.000000,100.157102,100.181197,433.401870,14.000000
22380.000000,100.146922,100.184505,634.773428,15.000000
22440.000000,100.141517,100.163596,605.308948,6.000000
22500.000000,100.110722,100.131299,533.161714,7.000000
22560.000000,100.099878,100.127905,561.248919,4.000000
22620.000000,100.064956,100.085488,548.275432,12.000000
22680.000000,100.059190,100.083681,597.904175,13.000000
22740.000000,100.065932,100.096378,546.680261,16.000000
22800.000000,100.117301,100.143439,440.436016,12.000000
22860.000000,100.133945,100.166003,381.439370,15.000000
22920.000000,100.172726,100.201089,509.111949,20.000000
22980.000000,100.156425,100.178790,528.663798,11.000000
23040.000000,100.137307,100.157772,505.991787,8.000000
23100.000000,100.130656,100.152981,450.957275,13.000000
23160.000000,100.101828,100.128620,540.878658,7.000000
23220.000000,100.081254,100.103693,500.417011,16.000000
23280.000000,100.065456,100.099916,565.926746,12.000000
23340.000000,100.060132,100.089150,455.126504,11.000000
23400.000000,100.034082,100.056845,465.724033,11.000000
23460.000000,100.046697,100.069496,523.918730,16.000000
23520.000000,100.046192,100.078299,301.038458,13.000000
23580.000000,100.033461,100.054504,584.887382,6.000000
23640.000000,100.001062,100.028918,389.478464,13.000000
23700.000000,99.991538,100.021103,576.739708,9.000000
23760.000000,100.004923,100.034145,591.987224,13.000000
23820.000000,99.998673,100.041614,568.553529,6.000000
23880.000000,99.961931,99.986437,579.486271,13.000000
23940.000000,99.951879,99.975758,462.894688,7.000000
24000.000000,99.940208,99.961246,468.865940,8.000000
24060.000000,99.969499,99.995957,563.649141,11.000000
24120.000000,99.944883,99.965571,598.963130,11.000000
24180.000000,99.906176,99.943245,413.080968,11.000000
24240.000000,99.902202,99.922326,507.998052,14.000000
24300.000000,99.940210,99.960992,559.782909,10.000000
24360.000000,99.955958,99.978089,532.793480,12.000000
24420.000000,99.956422,99.990087,474.254691,15.000000
24480.000000,99.948403,99.977291,338.448744,12.000000
24540.000000,99.958145,99.978193,399.935741,7.000000
24600.000000,99.963974,99.987930,546.621918,17.000000
24660.000000,99.967559,99.989363,399.949087,14.000000
24720.000000,99.989762,100.015560,514.518710,8.000000
24780.000000,100.003609,100.032918,493.668121,9.000000
24840.000000,100.014772,100.037092,437.871822,14.000000
24900.000000,100.038736,100.079507,513.441144,12.000000
24960.000000,100.081948,100.103707,486.593873,14.000000
25020.000000,100.103895,100.125073,587.752881,16.000000
25080.000000,100.067519,100.087693,565.981362,15.000000
25140.000000,100.080267,100.111093,332.070935,11.000000
25200.000000,100.067015,100.104522,598.735295,10.000000
25260.000000,100.083933,100.104971,599.216154,16.000000
25320.000000,100.043923,100.064215,570.072301,18.000000
25380.000000,100.012291,100.049183,529.994761,16.000000
25440.000000,100.023631,100.050346,548.289204,15.000000
25500.000000,100.006540,100.036928,432.679863,11.000000
25560.000000,100.037058,100.058223,455.328776,12.000000
25620.000000,100.008812,100.030732,365.500943,10.000000
25680.000000,99.986953,100.008716,590.791627,12.000000
25740.000000,100.007706,100.028366,430.662325,12.000000
25800.000000,99.961904,99.992719,427.219867,13.000000
25860.000000,99.949185,99.980060,411.780514,7.000000
25920.000000,99.947702,99.973675,555.191246,9.000000
25980.000000,99.960979,99.999469,518.619783,11.000000
26040.000000,99.999999,100.022214,487.837224,11.000000
26100.000000,100.016968,100.043838,479.643306,9.000000
26160.000000,99.991824,100.024071,560.526693,10.000000
26220.000000,99.982046,100.006431,495.632308,10.000000
26280.000000,99.977256,100.000733,522.232578,9.000000
26340.000000,99.985474,100.015479,586.985474,10.000000
26400.000000,99.971154,100.015707,563.590585,16.000000
26460.000000,99.949779,99.969832,554.530345,10.000000
26520.000000,99.955473,99.984431,526.885702,8.000000
26580.000000,99.959759,99.995889,596.122694,10.000000
26640.000000,99.938139,99.967445,573.395101,14.000000
26700.000000,99.947876,99.973686,415.997335,10.000000
26760.000000,99.950226,99.974155,659.535293,15.000000
26820.000000,99.975316,99.996548,423.516700,19.000000
26880.000000,99.990853,100.018892,593.539358,10.000000
26940.000000,99.991252,100.021313,564.013069,17.000000
27000.000000,99.992797,100.016455,511.725357,14.000000
27060.000000,99.980929,100.001815,551.191928,20.000000
27120.000000,99.987523,100.016682,689.903359,10.000000
27180.000000,99.976587,100.004767,478.412233,8.000000
27240.000000,99.979296,100.014166,511.986077,6.000000
27300.000000,99.957921,99.981343,443.437298,12.000000
27360.000000,99.991357,100.025436,617.390969,17.000000
27420.000000,100.000155,100.023682,513.285478,19.000000
27480.000000,99.983923,100.007415,484.941614,14.000000
27540.000000,99.985346,100.006611,420.514135,11.000000
27600.000000,99.963090,99.988265,523.937466,9.000000
27660.000000,99.952424,99.985694,515.412407,16.000000
27720.000000,99.967543,100.015640,455.675979,15.000000
27780.000000,99.970818,99.997797,482.238416,10.000000
27840.000000,99.986365,100.010887,370.371630,14.000000
27900.000000,99.978719,100.002880,389.534709,20.000000
27960.000000,99.991035,100.016111,515.920470,12.000000
28020.000000,100.015418,100.045315,434.754740,16.000000
28080.000000,100.070192,100.093041,456.782381,14.000000
28140.000000,100.065065,100.102895,423.031144,12.000000
28200.000000,100.044308,100.075044,467.550121,5.000000
28260.000000,100.088170,100.110409,400.223508,13.000000
28320.000000,100.065919,100.094786,451.789266,10.000000
28380.000000,100.064710,100.089052,328.296461,19.000000
28440.000000,100.088469,100.124389,574.846214,10.000000
28500.000000,100.105629,100.136682,501.680135,11.000000
28560.000000,100.107030,100.135014,494.750296,12.000000
28620.000000,100.104405,100.130838,359.653352,13.000000
28680.000000,100.083717,100.105769,426.306669,12.000000
28740.000000,100.084839,100.111711,554.637980,5.000000
28800.000000,100.070991,100.101482,550.363834,15.000000
28860.000000,100.078292,100.116049,560.535007,10.000000
28920.000000,100.074131,100.102028,470.910114,12.000000
28980.000000,100.051199,100.083058,525.666858,12.000000
29040.000000,100.029470,100.052051,411.152314,8.000000
29100.000000,100.036544,100.066668,499.865874,14.000000
29160.000000,100.041838,100.079280,580.665473,11.000000
29220.000000,100.032469,100.058581,564.996589,12.000000
29280.000000,100.052175,100.083795,574.451123,14.000000
29340.000000,100.002488,100.037565,460.479970,9.000000
29400.000000,99.973137,99.997735,542.678973,11.000000
29460.000000,99.992440,100.013652,555.627014,15.000000
29520.000000,99.988297,100.011134,467.232989,16.000000
29580.000000,99.969578,100.013150,511.797031,8.000000
29640.000000,99.964484,100.016513,501.557933,5.000000
29700.000000,99.973760,100.000045,463.040921,10.000000
29760.000000,99.958212,99.985994,459.316858,6.000000
29820.000000,99.981209,100.003518,513.584826,7.000000
29880.000000,99.991817,100.018533,510.614320,5.000000
29940.000000,99.983993,100.018358,577.438283,11.000000
30000.000000,99.970626,100.001674,481.923370,10.000000
30060.000000,99.952343,99.990955,567.226094,9.000000
30120.000000,99.982775,100.014711,499.468137,7.000000
30180.000000,99.976322,100.003978,623.391670,17.000000
30240.000000,99.957171,99.982991,426.052088,18.000000
30300.000000,99.964352,99.994356,515.717810,15.000000
30360.000000,99.948356,99.989875,433.841011,19.000000
30420.000000,99.942676,99.990153,450.324163,20.000000
30480.000000,99.972656,99.993156,478.480931,12.000000
30540.000000,99.957521,99.982094,674.721720,6.000000
30600.000000,99.908146,99.935761,501.956749,11.000000
30660.000000,99.875106,99.901956,377.783334,8.000000
30720.000000,99.843849,99.875358,508.216686,13.000000
30780.000000,99.838700,99.862377,336.312872,9.000000
30840.000000,99.847380,99.870765,621.138215,8.000000
30900.000000,99.824258,99.849486,636.262028,15.000000
30960.000000,99.841184,99.872863,516.537748,15.000000
31020.000000,99.853253,99.889738,478.749335,9.000000
31080.000000,99.878027,99.899696,437.500448,12.000000
31140.000000,99.881529,99.911941,482.603216,16.000000
31200.000000,99.872585,99.907871,325.839921,14.000000
31260.000000,99.877599,99.901992,532.067411,14.000000
31320.000000,99.873682,99.898759,456.421352,9.000000
31380.000000,99.900626,99.923366,341.577048,12.000000
31440.000000,99.866815,99.896402,442.332474,9.000000
31500.000000,99.882381,99.906849,427.219568,11.000000
31560.000000,99.873063,99.894837,669.071990,10.000000
31620.000000,99.851689,99.873783,516.325662,8.000000
31680.000000,99.868487,99.898673,488.748753,10.000000
31740.000000,99.876484,99.919938,405.434118,10.000000
31800.000000,99.852472,99.889723,459.584002,11.000000
31860.000000,99.854700,99.891256,675.534015,10.000000
31920.000000,99.896781,99.918489,455.330047,9.000000
31980.000000,99.896576,99.922090,467.754359,12.000000
32040.000000,99.915567,99.947836,588.133082,14.000000
32100.000000,99.921239,99.942805,295.658255,17.000000
32160.000000,99.900274,99.935952,474.869863,11.000000
